Purba Champaran,204,5101.0,61.0,24.0,3.0,0.0,0,0,0
Pashchim Champaran,203,6740.0,108.0,11.0,0,0,0,0,0
Siddharth Nagar,184,3640.0,69.0,5.0,0,0,0,0,0
Balrampur,182,4255.0,64.0,19.0,13.0,8.0,0,0,0
Shrawasti,181,3276.0,9.0,0,0,0,0,0,0
Bahraich,180,5554.0,80.0,28.0,12.0,7.0,1.0,0,0
Kheri,153,9949.0,121.0,27.0,13.0,5.0,1.0,0,0
Sitapur,154,7353.0,156.0,43.0,17.0,6.0,7.0,0,0
Bara Banki,176,4760.0,130.0,28.0,14.0,7.0,4.0,0,0
Lucknow,157,1916.0,558.0,103.0,74.0,64.0,49.0,46.0,100.0
